UID,title,authors,keywords,sessions,abstract
P8-23,JaParaPat: 大規模日英特許対訳コーパス,永田昌明|森下睦|帖佐克己|安田宜仁,,P8:ポスター,2000 年から 2021 年に日本特許庁(JPO)と米国特許商標庁(USPTO)から公開された特許出願から約 3億文対の日英対訳コーパスを作成した。欧州特許庁(EPO)が管理する書誌データベース DOCDB からパテントファミリーに基づいて対訳文書対を抽出し、機械翻訳に基づく文対応を用いて対訳文対を抽出した。Web から収集した約 2000 万文対の対訳データJParaCrawl に対して、特許出願から収集した約 3 億文対の対訳データを追加することにより、日英特許翻訳の精度が約 20BLEU ポイント向上した。
P8-24,証憑を用いた日本語OCR誤り訂正ベンチマークの構築,藤武将人,,P8:ポスター,"この 論文 では OCR(Optical Character Recognition)システムにおける日本語証憑の認識結果の誤り訂正手法検討のため,ベンチマークとベースラインの構築及びその有効性の評価を行う.請求書などの証憑において,適切な処理やその自動化に向けて記載されている文字を正しく認識し,また誤りがある場合には補正を行うことは重要である.そのため,本研究では日本語請求書における社名などの項目を対象に既存の OCR モデルによる文字認識精度を測定し,誤り訂正ベンチマークを構築した.そして,言語モデルを用いた誤り訂正手法を提案し,これらの誤りを効果的に訂正できるかを検証した.提案した誤り訂正アルゴリズムは,全体的な認識精度を著しく向上させることができることを示した."
P8-25,サーベイ論文で引用すべき論文の推薦,柴克樹|笹野遼平|武田浩一,,P8:ポスター,サーベイ論文の自動生成は新たな研究分野に取り組もうとする研究者にとって、分野全体の俯瞰を助ける重要な役割を持つ技術である。しかし、既存のサーベイ論文自動生成に関する研究では、サーベイ論文が引用する論文の情報から、サーベイ論文を生成するタスクに焦点が当てられており、引用すべき論文をどのようにして見つけるかについては十分な検討がなされてこなかった。本研究では、サーベイ論文で引用すべき論文の推薦システムの構築に取り組む。具体的には、生成したいサーベイ論文に関するキーワードが与えられたとき、キーワード検索と論文の引用関係に基づき候補論文集合を作成し、そこから引用推薦の枠組みを用いてサーベイ論文が引用すべき論文を推薦するシステムを構築する。
P8-26,診療テキストからの必要な検査項目の予測,榎原芽美|柴田大作|辻川剛範|宇野裕|北出祐|河添悦昌|大江和彦|久保雅洋,,P8:ポスター,Large Language Models（LLM）は，その高い自然言語処理能力からさまざまな領域で注目されており，医学領域においても高い関心が寄せられている．本研究では、実際の医療現場において医療従事者が行うタスクの一つである初診時の診療テキストからの検査項目の予測を行う. LLM の精度と医療従事者の精度を比較した結果，全ての訓練データでFine-tuning した Bidirectional Encoder Representationsfrom Transformers の精度が最も高いことが確認された．また，Zero-Shot や Few-Shot で学習した LLM の精度は医療従事者による精度と遜色ない値であることが明らかとなり，LLM の有効性が示唆された．
P8-27,Target-Driven Contexts in Detecting Informational Bias,◊IffatMaab|EdisonMarrese-Taylor|YutakaMatsuo,,P8:ポスター,"Media bias detection requires comprehensive integra-tion of information derived from multiple news sources.Sentence-level political bias detection in news is no ex-ception, and has proven to be a challenging task that re-quires an understanding of bias in consideration of thecontext. Inspired by the fact that humans exhibit varyingdegrees of writing styles, resulting in a diverse range ofstatements with diﬀerent local and global contexts, previ-ous work in media bias detection has proposed augmenta-tion techniques to exploit this fact. Despite their success,we observe that these techniques introduce noise by over-generalizing bias context boundaries, which hinders per-formance. To alleviate this issue, we propose techniques tomore carefully search for context using a bias-sensitive,target-aware approach for data augmentation. Our ap-proach outperforms previous methods signiﬁcantly whencombined with pre-trained models such as BERT."
A9-1,言語モデルが生成したテキストを書き換えるタスク非依存の復号手法,藤田正悟|小林尚輝|後藤啓介,,A9:言語生成,言語モデルは流暢なテキスト生成を可能とし幅広い生成タスクに使用されているが，その出力は常に正しいとは限らない．そのため，実際には言語モデルによって生成されたテキストを手作業で校正する必要があるが，これは時間のかかる作業である．本稿では指定された区間のテキストを書き換えるタスク，および書き換えのための復号手法の拡張を提案する．提案手法は書き換えたいテキストの生成に使用した言語モデルを再利用するため，追加のモデルの学習やデータセットを必要とせずテキストを書き換えることができる．実験では要約タスクと翻訳タスクにおける本手法の有効性を評価し，text inﬁllingモデルと paraphrase モデルをベースラインとして比較した．提案手法は品質と多様性の両方においてベースラインを上回り，書き換えタスクへの有効性を実証した．
A9-2,R2T: 言語モデルの確率操作による学習なし中間文生成,城戸晴輝|前川在|小杉哲|船越孝太郎|奥村学,,A9:言語生成,中間文生成は，損傷した文章の復元，記事の執筆のような多くの状況で役立つ一般的なタスクであるものの十分な研究が行われていない[1].本研究では，表面的なパターンを学習してしまうことや，近年の言語モデルのサイズの増加に伴い学習にコストがかかることなどの，教師あり学習モデルの持つ問題を回避するため，学習なしでの中間文生成に取り組む．手法としては，最後の文の埋め込みと各語彙トークンの埋め込みとのコサイン類似度を，自己回帰言語モデルが次トークンを予測する際に使用する語彙の対数確率に足し合わせるという単純なものである．これはあらゆる自己回帰言語モデル，復号化アルゴリズムに対して適用可能な Plug-and-Play な手法である．実験の結果，これまでの学習なし中間文生成手法と比較して，計算コストが十分に少なく，自動評価において大幅に上回る指標があるなど，新たな中間文生成の手法としての可能性を示した．
A9-3,Advancing Robustness and Instruction-following in LLM-Powered Multi-Style Text Rewritting,◊YanLi|GuangJunWang|GangQiao|ZhenpengZhan,,A9:言語生成,"Now people frequently aim to polish their language ormodify  their  text  while  using  a  mobile  keyboard.However, leveraging  large language  models (LLMs) formulti-style  text  rewriting  poses  challenges, includingsemantic  alteration, semantic  addition, and  taskconfusion, these  challenges  stem  from  the  model'sshortcomings in effectively following instructions and itslack  of  robustness.Particularly  evident  in  handlingnon-standard, informal  English  rewrite  requests,reflecting  weaknesses  in  the  model's  robustness. Toaddress  these  challenges, this  study  introduces  amethodology  that  enriches  training  data  with  bothpositive and negative rewrite instances, accompanied bycorresponding  rationales. This  approach  aims  tostrengthen  the  model's  discriminative  capabilities.Additionally, adding Noisy Embedding during training isemployed  to  enhance  the  model's  robustness.Experiments validate the effectiveness of our methods inimproving model directive adherence and robustness．"
A9-4,Recurrent Memory Transformer for Incremental Summarisation of extremely long text,◊KaifanLi|ShuntaroYada|EijiAramaki,,A9:言語生成,"Pupular transformer-based language models are oftenconstrained with a limited number of input length, result-ing in subpar performance on the task of long-text sum-marisation. Prior work has attempted to alter the model’sinternal architecture to accommodate longer inputs. Evenif a model supports longer input texts, limited RAMs inuniversity laboratories and edge devices prohibit us fromunleashing that input length. We, thus, explore the taskof long-text summarisation based on Recurrent MemoryTransformer (RMT) which provides an external memoryfor the transformer-based models without modifying theinternal structure, and further proposed RMT-Summ. Todemonstrate the validity of RMT-Summ, we introducean incremental summarisation task, and built a dedicateddataset from PubMed medical articles containing struc-tured abstracts. Our experimental results show that anRMT-Summ powered BART model performed better thanthe baseline original BART by 1.24 points in ROUGE-1."
A9-5,特許請求の範囲の自動書き換え生成モデルのための大規模データセットの構築,河野誠也|野中尋史|吉野幸一郎,,A9:言語生成,本研究では，特許文書における特許請求の範囲の書き換えを自動生成することを目的とした書き換え生成モデルの基礎的検討を実施する。本研究では，このようなモデルを学習・評価するためのベンチマークとして，特定の特許出願に紐づけられた公開特許公報，特許公報からの情報の差分を取り込むことで，特許請求の範囲の書き換え事例を大量に収録したデータセットを構築した。次に，構築したデータセットを用いて大規模言語モデルに基づいた特許請求の範囲の自動書き換え生成モデルを構築し，その性能と限界について議論した。
B9-1,大規模言語モデルを利用した音声対話システムのメタ制御,宿里晃太郎|石垣龍馬|鈴木順大|永沼翔翼|藤本拓真|河窪大介|酒造正樹|前田英作,,B9:対話(1),大規模言語モデル(LLM)を利用することにより，従来のルールベースによる音声対話システムでは困難であった自然な対話が可能である．しかし，LLMは明示的な出力制御が困難であり，音声対話システム設計者の意図と異なる発話が生起する危険性がある．本稿では，より安定で且つ柔軟な音声対話システムを実現するための LLM を利用したメタ制御手法を提案する．提案手法は，対話シナリオに沿った対話を実現するための対話フロー制御と，自然な対話を実現するためのターンテイキング制御とからなる．それら制御の最適化にも LLM を利用するというメタ制御を音声対話システム上に実装し，その効果を検証した．
B9-2,生成的後処理ネットワークによるタスク指向型対話システムの最適化,大橋厚元|東中竜一郎,,B9:対話(1),後処理ネットワーク(post-processing network; PPN)は，対話システム中の各モジュールの出力を事後修正することで，システム全体のタスク達成能力を改善するコンポーネントである．先行研究において，出力が固定次元のモジュールに対する PPN の有効性は示されてきたが，言語生成モジュール(NLG)の出力は後処理できないという制限があった．本研究では，NLG の後処理を実現するため，言語モデルを活用した生成的後処理ネットワーク(GenPPN)を提案する．具体的には，GenPPN をタスク達成に対して強化学習で最適化するため，各発話が全体のタスク達成に与える貢献度を定量化し，報酬関数に導入する．シミュレーション評価実験と人間評価実験を通して，GenPPN による NLG の後処理が，システムの性能改善に有効的であることを確認した1）．
B9-3,Prefix Tuning とキャラクタ属性の加減算を利用したキャラクタ風発話生成,藤原寛隆|新納浩幸,,B9:対話(1),特定のキャラクタの特徴を反映した発話を生成する技術は小説やアニメ，ゲームなどの応用において大いに需要がある．しかしながら既存手法の多くは変換規則を人手で構築する必要があり高コストである．また，対象キャラクタの言語モデルを構築する場合にも収集できる訓練データに限りがある．そこで，本研究では少ない訓練データから良質な言語モデルを構築する手法を提案する．具体的には，キャラクタの持つ属性情報をベクトル(preﬁx)として明示的に与える．その際，類似属性を持つ他キャラクタの発話から属性ベクトルを preﬁx-tuning の形式で学習させることで良質なベクトル表現を獲得する．また preﬁx 同士の加減算を利用することで属性同士の加減算を試みる．実験の結果，提案手法ではキャラクタの特徴を捉えた発話を生成することが難しいことがわかった．一方で一部の実験では発話に改善が見られ，属性情報を明示的に与えることや属性の加減算が有効に機能する可能性が示唆された．
B9-4,タスク指向型対話システムへの項目反応理論の適用によるユーザのタスク達成能力の推定,平井龍|郭傲|東中竜一郎,,B9:対話(1),タスク指向型対話システムの性能は改善しているものの，すべてのユーザが自身のタスクを完全に達成できるわけではない．システムについての知識の少ないユーザは，システムに対しての話し方が分からず，対話破綻を引き起こしたり，タスクが達成できなかったりする．この問題を解決するためには，システムはユーザのタスク達成能力を推定し，ユーザの能力に合わせて対話することが望ましい．本研究では，教育分野で受験者の能力推定によく用いられる項目反応理論をタスク指向型対話システムに適用し，ユーザのタスク達成能力を推定する手法を提案する．推定したタスク達成能力を用いてスロットの正答確率を予測する実験を行った結果，提案手法はベースラインよりも高い精度でスロットの正答確率を予測できることが分かった．
B9-5,音声対話における応答速度改善に向けた先読み技術の検討,大萩雅也|水本智也|吉川克正,,B9:対話(1),本研究では大規模言語モデルを用いた音声対話システムにおける応答速度を改善するための新たな手法を提案する。既存のシステムではユーザー発話の終了後に音声チャットボットの応答を生成するため生成時間の分、応答開始が遅れていた。これに対し我々のシステムではユーザー発話が終了する前にそれまでの対話履歴から次にどのようなユーザー発話が来るかを先読み予測し、それに対する応答を事前生成する。これにより生成時間を省略し予測ユーザー発話と実際のユーザー発話のマッチング時間のみで応答を返すことができるようになる。評価の結果、ユーザーの発話候補が限定される文脈のもとで我々の手法は高い先読み精度を発揮し応答速度の改善に寄与しうるという結果が得られた。
C9-1,文書分類のための要約に基づくデータ拡張,王悦綸|吉永直樹,,C9:検索・文書分類(2),文書などの長文を対象とした自然言語理解タスクは，事前学習済みモデルを用いたとしてもデータの過疎性の問題から解くことが依然難しい．そこで，本稿では人間が文書読解能力を身につける過程に着想を得て，文書分類のための要約に基づくデータ拡張手法 SUMMaug1）を提案する．提案手法では，元の学習データの入力を要約し，必要に応じ要約された入力に合わせるように元のラベルを縮退することで，学習容易な事例を生成し，中間学習に用いる．2 つの文書分類データセットでの実験結果により，提案手法が分類精度及び学習の安定性の観点で既存手法より優れていることを確認した．
C9-2,文書のチャンクに基づく知識グラフを活用したRAG,江上周作|福田賢一郎,,C9:検索・文書分類(2),大規模言語モデルで外部知識を活用する上でRetrieval-Augmented Generation (RAG)が注目を集めており，RAG の各モジュールごとに拡張手法が開発されている．検索モジュールでは埋め込みベクトルに基づく類似度検索手法の開発が主流となっているが，ユーザの質問に答える上で必要な情報は必ずしも質問に類似しない．本研究では，外部文書のチャンクのメタデータやチャンク間の意味的関係を抽出することで知識グラフを構築し，ベクトル類似度検索と組み合わせたハイブリッドな RAG 手法を提案する．実験の結果，ベースラインと比較して回答の忠実性とコンテキストの関連性の向上を確認した．
C9-3,大規模言語モデルによる cross-lingual transfer の性能評価,田代雄介|山口流星|鈴木彰人|辻晶弘,,C9:検索・文書分類(2),近年、大規模言語モデルの発展が著しく、自然言語生成の様々な研究が進展している。一方、識別タスクなどの自然言語理解への大規模言語モデルの応用はあまり研究が活発ではない。本研究では、言語識別タスクの中でもモデルの多言語性能が重要である cross-lingual transfer について、サイズや学習データが異なる複数のモデル・設定を用いて、大規模言語モデルの性能を評価する。実験の結果、ターゲット言語のデータがない zero-shot 設定でもモデルの大規模化により転移される知識が増加すること、F1-score の上昇には大規模言語モデルでも few-shotによる少量のターゲット言語を必要とすることなどが分かった。
C9-4,様々な災害ドメインのクロノロジーに対する優先度推定,孝壽真治|竹内孔一|渡邉暁洋|平山隆浩|中尾博之,,C9:検索・文書分類(2),災害対策本部では連携機関からの報告や要請をもとに，その優先度に応じて医療リソースの分配を決定している．これらの要請などは時系列形式の文書としてまとめたクロノロジーと呼ばれる形式で記録される．本研究では，クロノロジーの優先度を推定する機械学習モデルを構築し，学習データとは異なる災害で作成されたクロノロジーにおける優先度の推定精度を検証する．実験の結果，GPTNeoX-3.6bを利用したモデルが，学習データとは異なる災害のクロノロジーの優先度推定において，特に有効であることが明らかとなった．
C9-5,Ada or Bert:検索における文埋め込み計算手法の比較研究,馬春鵬|松田寛,,C9:検索・文書分類(2),自然言語処理技術が使われている様々なサービスに、検索が中心的役割を果たしているものが多いが、近年の大規模言語モデルは検索に与えた影響が不明だ。本調査報告書は宿検索に対する文埋め込み計算手法を比較した。文の埋め込みの計算において、従来の BERT モデルと OpenAI 社の新しいモデルのそれぞれの強みと弱みを分析した。
D9-1,敵対的不変表現学習を用いたアスペクトベース感情分析,水谷宏太|南條浩輝,,D9:評判・感情分析,文書や文よりも細かいアスペクトを単位とするアスペクトベース感情分析（ABSA）の研究を行う．既存の ABSA データセットは作成のコストの大きさからサイズは大きくなく，収録されているテキストドメインが限られている．このため，実際の ABSAの分析対象のテキストと同じドメインのデータが得られず，高い精度を得にくいという問題がある．本研究では，ABSA モデルの学習時に敵対的学習を行いことでドメイン不変な表現を獲得し，学習データと異なるドメインでの ABSA の精度の高精度化を目指す．BERT を用いた感情極性分類モデルの学習において，敵対的不変表現学習を導入し，学習時と異なるドメインのデータセットに対する ABSA における敵対的不変表現学習が有効性を示した．
D9-2,テレビ番組の放送内容テキストを用いた視聴者属性別の視聴量変動の予測,山田祐也|南條浩輝,,D9:評判・感情分析,近年，テレビ視聴データの利活用が進められており，番組の視聴分析や CM 効果測定などの取り組みが行われている．本稿ではテレビ番組のコーナーごとに視聴量が増加するのか，そうでないのかの予測に取り組んだ．予測には番組内容に関するテキストを用い，BERT モデルを基準に 2 つの精度改善アプローチに取り組んだ．予測精度は視聴者属性によるばらつきがあったものの高い精度で予測できる視聴者属性があった．予測モデルの方法と結果を紹介する．
D9-3,国会議事録を使用した政党ごとのスタンス変遷の分析,尾崎慎太郎|横山大作,,D9:評判・感情分析,"昨今,若者の政治に対する参加意欲の低下が日本では深刻化している.その原因には,様々な理由があるが実際に実現されようとしているのかがわからないで似たような発言をしているなどの声が多い.本研究では,大量の国会議事録から政党ごとの政策に対するスタンスの変遷を分析し,一貫性があるかどうかを確認できることを目指した.そのため,国会での発言から政党のスタンスを分類,また発言を要約することで議案を特定し,マニフェストに掲載された 5 つの代表的な政策について分析した.その結果,一貫性が見られた政党を確認できた一方で,選挙公約で話していたことを実現していないように思われる政党も確認した."
D9-4,大規模言語モデルを用いたマイクロブログに対する絵文字予測,花一傑|宇津呂武仁|陳嘉敏|鈴木良弥,,D9:評判・感情分析,昨今の SNS では，ユーザーが絵文字を自分の文章に付与することにより，文章の表す感情を増幅，補完することが多く，その絵文字付き日本語文章を利用した感情分析に関する研究も増えている．しかし，英語文章そのものの意味を理解し，その文章に相応しい絵文字を複数のクラスの中から予測し，正しいクラスに分類する絵文字予測タスク[1][2][3]は存在するが，日本語文章に対する絵文字予測を目的とした研究は存在しない．そこで本研究では，大規模言語モデル ChatGPT1）を利用し，マイクロブログ(X)の日本語ポスト文に対する絵文字予測を行い，ChatGPT のﬁne-tuning で高い精度を達成した．
D9-5,大規模言語モデルにより生成した疑似データを用いた自由記述アンケートの自動集約,銭本友樹|長谷川遼|宇津呂武仁,,D9:評判・感情分析,自由記述回答を用いたアンケート調査は，調査対象における新たな価値や意見の発見に貢献する重要な手法である．この自由記述回答の分析作業は，回答中の意見抽出や類似意見のクラスタリングなどの複数の人手作業が必要であり，一般に大規模な回答データを対象とした分析には大きなコストがかかる．そこで本研究では，大規模言語モデルを用いた自由記述回答中の意見抽出と類似意見のクラスタリングの自動化手法を提案する．「新型コロナ不満アンケートデータ」の自由記述回答を利用した実験により，提案手法が人手による分析に匹敵する精度の分析を低コストかつ短時間で行えることを明らかにした．
E9-1,小規模言語モデルによる子供の過剰一般化のモデリング,芳賀あかり|菅原朔|深津聡世|大羽未悠|大内啓樹|渡辺太郎|大関洋平,,E9:テーマセッション６：深層学習時代の言語学と自然言語処理(2),近年，言語モデルの学習データを子供の入力に近づけることで学習効率向上が示されるなど，人間の言語獲得過程を模倣することの有効性が示唆されている．一方で子供の一般化の特徴を機械で説明しようという研究は長らくされているが，その多くは語の屈折を直接学習するなど子供の学習環境とは異なるものである．本研究は，子供が言語獲得過程で起こす誤りを模倣することで言語モデル(LM)が人間らしい学習過程を得られるという仮説のもと，子供の入力に近いデータで学習した LM の誤りの選好を分析した．その結果，子供の入力に近い学習データを用いるのみでは人間の学習過程の誤りの特徴は十分に捉えられない可能性が示唆された．
E9-2,意味変化分析に向けた単語埋め込みの時系列パターン分析,木山朔|相田太一|小町守|小木曽智信|高村大也|松井秀俊|持橋大地,,E9:テーマセッション６：深層学習時代の言語学と自然言語処理(2),意味変化とは書かれた時代により単語の意味が変化する，という言語学的事象である．単語の意味がどのようにして変化するのか，という意味変化パターンの理解は将来的に意味変化する単語のモデル化に対し重要な示唆を与える．本研究では，意味変化のパターンを分析するための前段階として，単語埋め込みの時系列分析手法を提案する．時期ごとに単語埋め込みを学習し，対象単語の埋め込みを時系列に並べることで時系列のパターン分析を可能にした．分析の結果より，特殊な振る舞いをするパターンが存在することを示し，時系列の分析に本手法が有効なことを示す．
E9-3,節埋め込みの意味論に動機づけられたプロービング,船蔵颯|櫻川貴司|峯島宏次,,E9:テーマセッション６：深層学習時代の言語学と自然言語処理(2),本稿では、「Transformer に基づく事前学習済み言語モデルは節埋め込みの意味論において重要な情報をエンコードしているか？」という問いに答えるために、節選択性に応じた述語分類と意味タグ付与という 2 つのタスクを設計し、事前学習済みBERT に対するプロービングを実施した。実験の結果、BERT の出力する埋め込みベクトルを用いた節選択性の予測が一定程度可能であることが明らかになったが、よりミクロな視点からの調査が課題として残っている。
E9-4,逆強化学習による文章における人間らしさの推定,岸川大航|大関洋平,,E9:テーマセッション６：深層学習時代の言語学と自然言語処理(2),文章からの作者の個性の推定は、言語モデルにおける人間らしい文章生成、あるいは文章の定量的分析などに応用可能であるため、重要な研究課題であると考えられる。本研究では、言語生成過程をマルコフ決定過程によってモデル化し、報酬を推定する逆強化学習を用いることによって、報酬の形で文章の個性を推定することを提案する。計算機実験として、夏目漱石の文章とそれ以外の作家の文章を提案手法によって学習させ、文章が識別可能であること、推定報酬を用いた文章表現に対する定量的な評価が可能になることを示す。
E9-5,Annotation of modal expressions in Indonesian,野元裕樹|JozinaVanderKlok|DavidMoeljadi,,E9:テーマセッション６：深層学習時代の言語学と自然言語処理(2),"We developed an annotated dataset to investigate six modalexpressions in Indonesian, i.e. harus ‘must’, harusnya,seharusnya ‘should’, mesti ‘must’, mestinya, semestinya‘should’. The data consists of 600 sentences. Three nativespeaker annotators annotated them with tags concerningmodal force, modal ﬂavour, mood, etc. The annotationresults provide quantitative information about the relevantmodal forms, which have been missing in the literature.Moreover, they validate some previous qualitative descrip-tions, but invalidate others."
P9-1,大規模言語モデルを用いた病名予測の検討,宇都宮和希|坂野遼平,,P9:ポスター,近年，自然言語処理技術を活用した医療支援や大規模言語モデルを用いた研究が盛んに行われており，少子高齢化による医者や病院の不足などから AIの遠隔診療への応用も挙げられている．診療の重要なプロセスとして，診断，すなわち患者の診察により病気の種類や名称を判断する行為がある．患者の曖昧な症状表現から病名を診断することは現状では医師が担っており，AI の活用，特に大規模言語モデルによる病名診断の可否や精度は明らかではない．本研究では，大規模言語モデルによる医療支援の一環として，GPT を用いた患者表現からの病名予測の精度を検証する．また，GPT のバージョンおよびファインチューニングの有無による影響を分析する．患者表現辞書を用いた実験の結果，ファ インチューニングを行うことで予測精度が向上すること等を確認できた．
P9-2,自動プロンプト最適化のソフトウェア設計,水野尚人|柳瀬利彦|佐野正太郎,,P9:ポスター,大規模言語モデルの発展に伴い，モデルへの指示に用いられるプロンプトの最適化技術が活発に開発されている．また，プロンプトを自動で最適化し大規模言語モデルの能力を引き出す手法も提案されるようになり，性能指標が大きく改善できることが明らかとなってきている．本研究では，プロンプト自動最適化技術の適用を行うソフトウェアに必要な機能を整理し，アーキテクチャを提案する．ユーザの記述する目的関数とプロンプト最適化アルゴリズムを分離して記述できるようにすることで，最適化の対象とアルゴリズムが明確になりプロンプトの改善による性能向上が容易に行えるようになる．
P9-3,多肢選択問題における言語モデルの頑健性の評価,滝沢広央|菅原朔|相澤彰子,,P9:ポスター,大規模言語モデルの一般常識や推論能力，医療など特定ドメインの知識等の計測には，多肢選択問題からなる評価データセットが利用されることが多い．しかし，言語モデルが多肢選択問題に回答する際の頑健性はそれほど評価されてない．そこで本研究では，多肢選択問題で構成された既存の評価データセットを変換することで頑健性を検証するための新たな評価データセットを提案し，既存の言語モデルを評価する．結果として否定を含む問題に対する頑健性の低さが明らかになった．
P9-4,JMedLoRA：Instruction-tuningによる日本語大規模モデルの医療ドメイン適用,助田一晟|鈴木雅弘|坂地泰紀|小寺聡,,P9:ポスター,大規模言語モデル（LLM）の波及効果が続く中，その医療ドメイン適応は重要な研究課題となっている．近年 LLM の調整には Instruction-tuning が多用されるが，ドメイン適応におけるその具体的な効能は明らかにされていない．本研究では，日本語での LoRA ベースの Instruction-tuning を実施し，その性能を医療質問応答タスクを通じて多面的に評価した．本実験により，英語の LLM を出発点としたInstruction-tuning によってドメイン固有の知識を一部 LLM に組み込むことができ，大きなモデルほど効果が顕著であることが示唆された．この取り組みは，医療機関が外部サービスに頼らずに LLM 構築する先駆的な試みとして位置付けられる．
P9-5,ビジネスのドメインに対応した日本語大規模言語モデルの開発,近江崇宏|高橋洸丞|有馬幸介|石垣達也,,P9:ポスター,この一年ほどで日本語に対応した大規模言語モデルが活発に開発されている。今回、我々はビジネスのドメインに対応した 130 億パラメータの日本語の大規模言語モデルの開発を行い、事前学習済みモデル及び指示学習済みモデルの公開をおこなった。本論文では、事前学習や指示学習の詳細や、モデルの評価、特にビジネスのドメインでの優れた質問回答性能について報告する。また、最新の情報の継続的学習に関する初期的な検証結果についても簡単に報告する。
P9-6,社会的状況を踏まえた大規模言語モデルによる日本語メール生成,MuxuanLiu|石垣達也|宮尾祐介|高村大也|小林一郎,,P9:ポスター,本稿では，LlaMa-2 モデルを用いて，LLM が日本語ビジネスメールの社会的状況を反映している文脈を理解する能力を探求した．異なる社会的立場や身分を示すアノテーションラベルを学習させることで，モデルにどのような情報を入力することが社会的な文脈を反映させるのに効果的かを検証した．アブレーション実験を通じて，各種アノテーションラベルの組み合わせがモデルのテキスト生成に与える影響を分析した．これにより，社会的状況を反映したテキスト生成の精度を高めるために必要なアノテーションラベルを特定できた．
P9-7,大規模言語モデル houou (鳳凰): 理研 ichikara-instruction データセットを用いた学習と評価,小島淳嗣|北岸郁雄,,P9:ポスター,supervised ﬁne-tuning (sft)によって大規模言語モデル の指 示追 従性 を向 上さ せる には、prompt とcompletion のペアで構成されるインストラクションデータが必要となる。このようなインストラクションデータの作成は、GPT-4 などの学習済みモデルからの出力を利用する方法を除くと、人手で promptと completion を記述する必要があり、アノテーションコストが高い。それゆえ、日本語のインストラクションデータは、英語で作成されたインストラクションデータを日本語に翻訳することで得るアプローチが大半であった。本稿では、日本語によってフルスクラッチから作成されたインストラクションデータセットである ichikara-instruction を用いてモデルを学習することで、自動翻訳で作成されたデータによって学習されたモデルに比べて高い日本語生成能力が獲得できることを示す。実験では、RakudaBenchmark を用いて、翻訳データによって学習されたモデルと日本語インストラクションデータで学習されたモデルの性能を GPT-4 によって比較した。その結果、gpt-3.5-turbo-1106 、日本語に自動翻訳した dolly と OpenAssistant Conversations によってそれぞれ学習された sft モデルに対する勝率はそれぞれ67.5%、82.5%、70%となり、日本語による高品質なインストラクションデータが LLM の日本語生成能力向上に重要であることが示された。
P9-8,ヒューリスティックと遺伝的アルゴリズムを用いた自動プロンプトチューニング手法,進藤稜真|ジェプカラファウ|竹下昌志|荒木健治,,P9:ポスター,良質なプロンプトを作成することは大規模言語モデルの性能を引き出すために重要であるが，プロンプト作成には人間の手間と時間的コストを必要とする．そこで本研究では，一般に広く用いられているプロンプトに関するヒューリスティックと遺伝的アルゴリズムを用いて，タスクに特化したプロンプトを自動でチューニングする手法を提案する．評価実験により，提案手法でチューニングしたプロンプトは人手で作成したプロンプトと同水準かそれ以上の性能を持つことを確認した．
P9-9,日本の司法試験を題材としたGPTモデルの評価,チェジョンミン|笠井淳吾|坂口慶祐,,P9:ポスター,"ChatGPT などの大規模言語モデルが，多岐にわたるタスクにおいて人間の専門家の精度を上回ると報告されている．とくに日本の医師国家試験にChatGPT が合格したという最近の研究報告からも，日本語についての高い性能が確認されている．本研究では，日本の司法試験（短答式）の憲法，民法，刑法それぞれ過去 5 年分を対象に，GPT-3, GPT-4 および ChatGPT の精度を評価した．結果として，現段階では日本の司法試験に対する正答率が 3〜4 割と，合格水準を大幅に下回ることが明らかになった．本研究では，単なる正解率にとどまらず，回答に必要な知識，能力を分解し，それぞれの観点での大規模言語モデルの性能を検証した．その結果，1)大規模言語モデルは多くの条文の知識を有していること，2)特定の条文や判例の知識を必要としないが学説の理解を必要とする問題に関しては正解率が高いこと，3)判例の知識を必要とする問題に関しては正解率が低いこと，が示された．米国の司法試験と比較して性能が低い原因の大部分は，日本法の知識，とくに判例の知識の乏しさにあると考えられる．"
P9-10,Chain-of-Thought過程の誘導によるLLMの性能改善と推論過程および性能の説明性向上,藤田真伎|狩野芳伸,,P9:ポスター,近年，大規模言語モデルの性能上は著しいものがあるが，その大規模さゆえにモデル構造や推論過程がブラックボックス化している問題がある．そこで，Chain-of-Thought の過程を誘導するフォーマットを提案し，推論過程のどの部分が特に推論結果に影響を与えているかを特定できるようにした．また，Fine Tuning により任意のモデルで同様のフォーマットでの出力ができること，この手法を用いることで複数モデル間で推論能力の差がある部分を明確にできることも示した．司法試験の民法分野の含意関係推論タスクを題材として，大規模言語モデルを用いたタスク性能の向上を達成した．
P9-11,RAGの連結方式および自動評価指標の定量評価,徳永匡臣|岡田智靖,,P9:ポスター,"大規模言語モデル(LLMs, Large Language Models)に外部知識を付与する手法として，Retrieval Aug-mented Generation（RAG）が高い注目を集めている．本研究では，RAG の実装で必要不可欠な「連結方式」に着目し，9 つの LLMs に対して定量評価をおこなう．その後，18 個の RAG システムを用いて自動評価指標と人手評価との相関を評価する．新たに構築した日本語評価用データセットによる定量評価の結果，RAG の回答精度を重視する場合は直列方式，回答速度を重視する場合は並列方式による連結が適していることを示した．また自動評価指標と人手評価との相関を評価した結果，ROUGE や BERTScoreなどの従来の自動評価指標と比べて，GPT-4 を用いた自動評価が人手評価との高い相関を示すことが分かった．"
